name,roc_auc,pr_auc,log_loss,f1_best_threshold
A_logreg,0.8378813102144969,0.6373458357047248,0.4796655042260167,0.6255924170616114
A_hgb,0.8441348473766254,0.648702492350786,0.43037090106651016,0.6331569664902998
B_logreg,0.8380633396105894,0.6376871634378674,0.479399137579798,0.6259398496240601
B_hgb,0.8441348473766254,0.648702492350786,0.43037090106651016,0.6331569664902998
